datetime,hour,day_of_week,month,is_weekend,season,is_holiday,peak_label,tariff_inr,solar_generation_kw,consumption_kw,surplus_kw,battery_soc_kwh,grid_import_kw,grid_export_kw,action,tariff_lag_1h,tariff_lag_24h,tariff_lag_168h,tariff_next_6h_avg,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos
2023-01-01 23:00:00,23,6,1,1,winter,0,off_peak,2.043,0.0,0.855,-0.855,0.0,0.855,0.0,USE,6.328,2.331,2.331,5.579833333333333,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2023-01-02 00:00:00,0,0,1,0,winter,0,off_peak,2.293,0.0,0.715,-0.715,0.0,0.715,0.0,USE,2.043,2.331,2.331,4.9318333333333335,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 01:00:00,1,0,1,0,winter,0,off_peak,2.392,0.0,0.595,-0.595,0.0,0.595,0.0,USE,2.293,2.236,2.331,4.312833333333333,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 02:00:00,2,0,1,0,winter,0,off_peak,2.202,0.001,0.612,-0.611,0.0,0.611,0.0,USE,2.392,2.353,2.331,3.5903333333333336,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 03:00:00,3,0,1,0,winter,0,off_peak,2.431,0.004,0.481,-0.477,0.0,0.477,0.0,USE,2.202,2.485,2.331,2.948166666666667,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 04:00:00,4,0,1,0,winter,0,off_peak,2.285,0.013,0.581,-0.568,0.0,0.568,0.0,USE,2.431,2.221,2.331,2.2743333333333333,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 05:00:00,5,0,1,0,winter,0,off_peak,2.331,0.068,0.67,-0.602,0.0,0.602,0.0,USE,2.285,2.221,2.331,2.3223333333333334,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 06:00:00,6,0,1,0,winter,0,mid_peak,4.185,0.122,1.005,-0.883,0.0,0.883,0.0,USE,2.331,4.298,2.331,2.6376666666666666,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 07:00:00,7,0,1,0,winter,0,mid_peak,4.553,0.449,2.064,-1.615,0.0,1.615,0.0,USE,4.185,4.176,2.331,2.997833333333334,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 08:00:00,8,0,1,0,winter,0,mid_peak,4.273,0.552,2.597,-2.045,0.0,2.045,0.0,USE,4.553,3.991,2.331,3.343,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 09:00:00,9,0,1,0,winter,0,mid_peak,4.116,1.472,1.88,-0.408,0.0,0.408,0.0,USE,4.273,4.143,2.331,3.6238333333333332,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 10:00:00,10,0,1,0,winter,0,peak_day,2.973,2.132,0.938,1.194,0.0,0.0,0.0,STORE,4.116,2.638,2.331,3.7384999999999997,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 11:00:00,11,0,1,0,winter,0,peak_day,2.667,2.156,0.846,1.31,1.075,0.0,0.0,STORE,2.973,2.638,2.331,3.7944999999999998,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 12:00:00,12,0,1,0,winter,0,peak_day,2.881,1.152,0.935,0.217,2.254,0.0,0.0,STORE,2.667,2.744,2.331,3.577166666666667,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 13:00:00,13,0,1,0,winter,0,peak_day,2.556,1.772,0.53,1.242,2.449,0.0,0.0,STORE,2.881,2.421,2.331,3.244333333333333,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 14:00:00,14,0,1,0,winter,0,mid_peak,4.076,1.642,0.851,0.791,3.567,0.0,0.0,STORE,2.556,3.803,2.331,3.2114999999999996,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 15:00:00,15,0,1,0,winter,0,mid_peak,4.305,1.727,0.959,0.768,4.279,0.0,0.768,EXPORT,4.076,3.977,2.331,3.243,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 16:00:00,16,0,1,0,winter,0,mid_peak,4.386,0.82,1.153,-0.333,4.279,0.333,0.0,USE,4.305,3.909,2.331,3.4785,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 17:00:00,17,0,1,0,winter,0,mid_peak,4.301,0.341,1.592,-1.251,4.279,1.251,0.0,USE,4.386,4.108,2.331,3.750833333333333,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 18:00:00,18,0,1,0,winter,0,peak_eve,6.633,0.189,2.639,-2.45,4.279,0.0,0.0,USE,4.301,6.181,2.331,4.376166666666666,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 19:00:00,19,0,1,0,winter,0,peak_eve,6.605,0.06,3.29,-3.23,1.556,1.829,0.0,USE,6.633,6.106,2.331,5.051,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 20:00:00,20,0,1,0,winter,0,peak_eve,6.428,0.014,2.601,-2.587,0.0,2.587,0.0,USE,6.605,6.537,2.331,5.4430000000000005,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 21:00:00,21,0,1,0,winter,0,peak_eve,6.542,0.004,2.15,-2.146,0.0,2.146,0.0,USE,6.428,6.284,2.331,5.815833333333334,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 22:00:00,22,0,1,0,winter,0,peak_eve,6.581,0.001,0.994,-0.993,0.0,0.993,0.0,USE,6.542,6.328,2.331,6.1816666666666675,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-02 23:00:00,23,0,1,0,winter,0,off_peak,2.534,0.0,0.447,-0.447,0.0,0.447,0.0,USE,6.581,2.043,2.331,5.887166666666666,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.0,1.0
2023-01-03 00:00:00,0,1,1,0,winter,0,off_peak,2.427,0.0,0.605,-0.605,0.0,0.605,0.0,USE,2.534,2.293,2.331,5.186166666666667,0.0,1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 01:00:00,1,1,1,0,winter,0,off_peak,2.111,0.0,0.58,-0.58,0.0,0.58,0.0,USE,2.427,2.392,2.331,4.437166666666667,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 02:00:00,2,1,1,0,winter,0,off_peak,2.424,0.001,0.456,-0.455,0.0,0.455,0.0,USE,2.111,2.202,2.331,3.769833333333333,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 03:00:00,3,1,1,0,winter,0,off_peak,2.317,0.004,0.618,-0.614,0.0,0.614,0.0,USE,2.424,2.431,2.331,3.065666666666667,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 04:00:00,4,1,1,0,winter,0,off_peak,2.273,0.015,0.25,-0.235,0.0,0.235,0.0,USE,2.317,2.285,2.331,2.3476666666666666,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 05:00:00,5,1,1,0,winter,0,off_peak,2.467,0.052,0.479,-0.427,0.0,0.427,0.0,USE,2.273,2.331,2.331,2.3365,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 06:00:00,6,1,1,0,winter,0,mid_peak,4.43,0.14,0.981,-0.841,0.0,0.841,0.0,USE,2.467,4.185,2.331,2.6703333333333332,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 07:00:00,7,1,1,0,winter,0,mid_peak,4.415,0.309,2.107,-1.798,0.0,1.798,0.0,USE,4.43,4.553,2.331,3.0543333333333336,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 08:00:00,8,1,1,0,winter,0,mid_peak,4.149,0.476,2.485,-2.009,0.0,2.009,0.0,USE,4.415,4.273,2.331,3.3418333333333337,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 09:00:00,9,1,1,0,winter,0,mid_peak,4.229,1.645,1.974,-0.329,0.0,0.329,0.0,USE,4.149,4.116,2.331,3.6605000000000003,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 10:00:00,10,1,1,0,winter,0,peak_day,2.9,2.167,0.961,1.206,0.0,0.0,0.0,STORE,4.229,2.973,2.331,3.765,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 11:00:00,11,1,1,0,winter,0,peak_day,2.996,2.693,0.948,1.745,1.085,0.0,0.0,STORE,2.9,2.667,2.331,3.8531666666666666,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 12:00:00,12,1,1,0,winter,0,peak_day,2.778,3.211,0.749,2.462,2.656,0.0,0.0,STORE,2.996,2.881,2.331,3.577833333333334,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 13:00:00,13,1,1,0,winter,0,peak_day,2.822,2.329,0.655,1.674,4.872,0.0,1.674,EXPORT,2.778,2.556,2.331,3.312333333333333,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 14:00:00,14,1,1,0,winter,0,mid_peak,4.109,1.957,0.806,1.151,4.872,0.0,1.151,EXPORT,2.822,4.076,2.331,3.3056666666666668,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 15:00:00,15,1,1,0,winter,0,mid_peak,4.096,0.94,0.973,-0.033,4.872,0.033,0.0,USE,4.109,4.305,2.331,3.2835,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 16:00:00,16,1,1,0,winter,0,mid_peak,4.397,0.595,1.201,-0.606,4.872,0.606,0.0,USE,4.096,4.386,2.331,3.533,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 17:00:00,17,1,1,0,winter,0,mid_peak,4.478,0.385,1.649,-1.264,4.872,1.264,0.0,USE,4.397,4.301,2.331,3.78,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 18:00:00,18,1,1,0,winter,0,peak_eve,6.639,0.176,2.61,-2.434,4.872,0.0,0.0,USE,4.478,6.633,2.331,4.4235,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 19:00:00,19,1,1,0,winter,0,peak_eve,6.801,0.041,3.223,-3.182,2.167,1.231,0.0,USE,6.639,6.605,2.331,5.086666666666667,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 20:00:00,20,1,1,0,winter,0,peak_eve,6.704,0.022,2.684,-2.662,0.0,2.662,0.0,USE,6.801,6.428,2.331,5.519166666666667,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 21:00:00,21,1,1,0,winter,0,peak_eve,6.553,0.005,1.72,-1.715,0.0,1.715,0.0,USE,6.704,6.542,2.331,5.928666666666667,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 22:00:00,22,1,1,0,winter,0,peak_eve,6.704,0.001,0.783,-0.782,0.0,0.782,0.0,USE,6.553,6.581,2.331,6.3131666666666675,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-03 23:00:00,23,1,1,0,winter,0,off_peak,2.606,0.0,0.642,-0.642,0.0,0.642,0.0,USE,6.704,2.534,2.331,6.001166666666666,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
2023-01-04 00:00:00,0,2,1,0,winter,0,off_peak,2.37,0.0,0.467,-0.467,0.0,0.467,0.0,USE,2.606,2.427,2.331,5.289666666666666,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 01:00:00,1,2,1,0,winter,0,off_peak,2.61,0.0,0.358,-0.358,0.0,0.358,0.0,USE,2.37,2.111,2.331,4.591166666666666,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 02:00:00,2,2,1,0,winter,0,off_peak,1.982,0.001,0.39,-0.389,0.0,0.389,0.0,USE,2.61,2.424,2.331,3.8041666666666667,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 03:00:00,3,2,1,0,winter,0,off_peak,2.498,0.005,0.553,-0.548,0.0,0.548,0.0,USE,1.982,2.317,2.331,3.1283333333333334,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 04:00:00,4,2,1,0,winter,0,off_peak,2.388,0.018,0.487,-0.469,0.0,0.469,0.0,USE,2.498,2.273,2.331,2.4090000000000003,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 05:00:00,5,2,1,0,winter,0,off_peak,2.33,0.045,0.435,-0.39,0.0,0.39,0.0,USE,2.388,2.467,2.331,2.363,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 06:00:00,6,2,1,0,winter,0,mid_peak,4.289,0.158,1.119,-0.961,0.0,0.961,0.0,USE,2.33,4.43,2.331,2.682833333333333,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 07:00:00,7,2,1,0,winter,0,mid_peak,3.977,0.459,1.989,-1.53,0.0,1.53,0.0,USE,4.289,4.415,2.331,2.9106666666666663,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 08:00:00,8,2,1,0,winter,0,mid_peak,4.242,0.728,2.692,-1.964,0.0,1.964,0.0,USE,3.977,4.149,2.331,3.287333333333333,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 09:00:00,9,2,1,0,winter,0,mid_peak,4.329,1.354,1.88,-0.526,0.0,0.526,0.0,USE,4.242,4.229,2.331,3.5925,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 10:00:00,10,2,1,0,winter,0,peak_day,3.072,1.827,0.936,0.891,0.0,0.0,0.0,STORE,4.329,2.9,2.331,3.7065,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 11:00:00,11,2,1,0,winter,0,peak_day,2.772,2.901,0.793,2.108,0.802,0.0,0.0,STORE,3.072,2.996,2.331,3.7801666666666662,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 12:00:00,12,2,1,0,winter,0,peak_day,2.729,2.458,0.715,1.743,2.699,0.0,0.0,STORE,2.772,2.778,2.331,3.520166666666667,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 13:00:00,13,2,1,0,winter,0,peak_day,2.775,1.308,0.485,0.823,4.268,0.0,0.823,EXPORT,2.729,2.822,2.331,3.3198333333333334,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 14:00:00,14,2,1,0,winter,0,mid_peak,4.412,2.541,0.781,1.76,4.268,0.0,1.76,EXPORT,2.775,4.109,2.331,3.3481666666666663,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 15:00:00,15,2,1,0,winter,0,mid_peak,4.324,1.021,0.614,0.407,4.268,0.0,0.407,EXPORT,4.412,4.096,2.331,3.3473333333333333,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 16:00:00,16,2,1,0,winter,0,mid_peak,4.196,0.495,1.051,-0.556,4.268,0.556,0.0,USE,4.324,4.397,2.331,3.5346666666666664,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 17:00:00,17,2,1,0,winter,0,mid_peak,4.352,0.402,1.758,-1.356,4.268,1.356,0.0,USE,4.196,4.478,2.331,3.798,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 18:00:00,18,2,1,0,winter,0,peak_eve,6.665,0.108,2.987,-2.879,4.268,0.0,0.0,USE,4.352,6.639,2.331,4.454,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 19:00:00,19,2,1,0,winter,0,peak_eve,6.795,0.068,3.158,-3.09,1.069,2.128,0.0,USE,6.665,6.801,2.331,5.124,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 20:00:00,20,2,1,0,winter,0,peak_eve,6.545,0.015,2.83,-2.815,0.0,2.815,0.0,USE,6.795,6.704,2.331,5.479500000000001,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 21:00:00,21,2,1,0,winter,0,peak_eve,6.601,0.005,1.79,-1.785,0.0,1.785,0.0,USE,6.545,6.553,2.331,5.858999999999999,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 22:00:00,22,2,1,0,winter,0,peak_eve,6.591,0.001,0.894,-0.893,0.0,0.893,0.0,USE,6.601,6.704,2.331,6.258166666666667,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-04 23:00:00,23,2,1,0,winter,0,off_peak,2.155,0.0,0.492,-0.492,0.0,0.492,0.0,USE,6.591,2.606,2.331,5.8919999999999995,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
2023-01-05 00:00:00,0,3,1,0,winter,0,off_peak,2.419,0.0,0.311,-0.311,0.0,0.311,0.0,USE,2.155,2.37,2.331,5.184333333333333,0.0,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2023-01-05 01:00:00,1,3,1,0,winter,0,off_peak,2.414,0.0,0.513,-0.513,0.0,0.513,0.0,USE,2.419,2.61,2.331,4.454166666666667,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2023-01-05 02:00:00,2,3,1,0,winter,0,off_peak,2.376,0.001,0.502,-0.501,0.0,0.501,0.0,USE,2.414,1.982,2.331,3.7593333333333327,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2023-01-05 03:00:00,3,3,1,0,winter,0,off_peak,2.34,0.005,0.523,-0.518,0.0,0.518,0.0,USE,2.376,2.498,2.331,3.0491666666666664,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
2023-01-05 04:00:00,4,3,1,0,winter,0,off_peak,2.163,0.02,0.465,-0.445,0.0,0.445,0.0,USE,2.34,2.388,2.331,2.3111666666666664,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
